Medicine_id,Substance_id
535,153
536,19
537,19
538,19
539,19
540,162
541,175
542,176
543,26
544,177
545,176
546,178
547,178
548,178
549,178
550,179
551,178
552,178
553,178
554,180
555,181
556,182
557,163
558,163
559,183
560,163
561,163
562,163
563,184
564,163
565,163
565,185
566,163
567,163
568,163
569,163
570,186
571,153
572,187
573,187
574,137
575,137
576,137
577,137
578,137
579,137
580,137
581,137
582,137
583,137
584,137
585,137
586,137
587,137
588,137
589,137
590,137
591,137
592,137
593,137
594,137
595,137
596,137
597,137
598,137
599,137
600,137
601,137
602,137
603,137
604,137
605,137
606,137
607,137
608,137
609,137
610,137
611,137
612,137
613,137
614,188
615,3
616,3
617,189
618,3
619,3
620,3
621,3
622,3
623,3
624,190
625,137
626,137
627,137
628,137
629,137
630,137
631,137
632,137
633,137
634,137
635,137
636,137
637,137
638,137
639,137
640,137
641,137
642,137
643,137
644,137
645,137
646,137
647,137
648,137
649,137
650,137
651,137
652,137
653,137
654,137
655,137
656,137
657,137
658,137
659,137
660,137
661,137
662,137
663,137
664,137
665,137
666,137
667,137
668,137
669,137
670,137
671,137
672,137
673,137
674,191
675,191
676,191
677,191
678,3
679,3
680,3
681,3
682,3
683,3
684,192
685,192
686,3
687,3
688,193
689,3
690,189
691,3
692,3
693,3
694,3
695,3
696,3
697,3
698,3
699,3
700,3
701,3
702,189
703,189
704,189
705,3
706,3
707,192
708,192
709,3
710,3
711,194
712,195
712,196
713,197
714,137
715,194
716,194
717,194
718,194
719,194
720,194
721,194
722,194
723,194
724,194
725,194
726,194
727,198
728,194
729,194
730,194
731,194
732,194
733,194
734,194
735,194
736,194
737,194
738,194
738,198
739,194
740,194
740,199
741,194
742,194
743,194
744,194
745,194
746,194
747,194
748,194
749,194
750,194
751,194
752,194
753,194
754,194
755,194
756,194
757,194
758,194
759,194
760,194
761,194
762,194
763,194
764,194
765,194
766,194
767,194
768,194
769,194
770,194
771,194
772,194
773,194
774,194
775,194
776,194
777,194
778,194
779,194
780,194
781,194
782,194
783,194
784,194
785,194
786,194
787,194
788,194
789,194
790,194
791,194
792,194
793,194
794,194
795,194
796,194
797,194
798,194
799,194
800,194
801,194
802,194
803,194
804,194
805,194
806,194
807,194
808,194
809,194
810,194
811,194
812,194
813,194
814,194
815,194
816,198
817,194
818,194
819,194
820,194
821,194
822,194
823,194
824,194
825,194
826,194
827,194
828,194
829,194
830,194
831,194
832,194
833,194
834,194
835,194
836,194
837,194
838,194
839,194
840,194
841,194
842,194
843,194
844,194
845,194
846,194
847,194
848,194
849,194
850,194
851,194
852,194
853,194
854,194
855,194
856,200
857,194
858,194
859,194
860,194
861,194
862,194
863,194
864,194
865,194
866,194
867,194
868,194
869,201
870,3
871,3
872,3
873,3
874,3
875,3
876,3
877,3
878,3
879,3
880,202
881,203
882,204
883,102
884,205
885,205
886,206
887,207
888,208
889,208
890,209
891,210
892,211
893,3
894,3
895,189
895,212
896,189
897,3
898,213
899,213
900,214
901,213
902,214
903,215
904,213
905,216
906,202
907,202
908,202
909,202
910,202
911,203
912,202
913,202
914,202
915,202
916,202
917,217
918,217
919,195
920,195
921,195
922,195
923,218
924,218
925,218
926,218
927,218
928,218
929,219
930,220
931,221
932,221
933,206
934,206
935,206
936,206
937,206
938,206
939,206
940,206
941,206
942,222
943,222
944,222
945,222
946,222
947,222
948,222
949,207
950,208
950,223
951,208
952,208
953,208
954,208
955,208
956,208
957,224
958,225
959,225
960,225
961,225
962,226
963,227
964,3
965,3
966,3
967,3
968,3
969,3
970,3
971,3
972,3
973,3
974,228
975,3
976,3
977,3
978,3
979,3
980,3
981,3
982,3
983,3
984,3
985,3
986,3
987,3
988,189
989,3
990,3
991,3
992,3
993,3
994,3
995,3
996,3
997,3
998,3
999,3
1000,3
1001,3
1002,3
1003,3
1004,3
1005,3
1006,202
1007,202
1008,202
1009,202
1010,202
1010,203
1011,202
1012,202
1013,202
1014,202
1015,202
1016,202
1017,202
1018,202
1019,202
1020,202
1021,203
1022,202
1023,213
1024,213
1025,214
1026,213
1027,214
1028,213
1029,214
1030,213
1031,214
1032,202
1033,202
1034,214
1035,213
1036,213
1037,229
1038,213
1039,213
1040,213
1041,214
1042,213
1043,215
1044,214
1045,213
1046,213
1047,213
1048,213
1049,215
1050,214
1051,213
1052,213
1053,213
1054,213
1055,213
1056,213
1057,215
1058,213
1059,213
1060,214
1061,213
1062,213
1063,213
1064,214
1065,213
1066,215
1067,229
1068,213
1069,213
1070,213
1071,214
1072,213
1073,213
1074,202
1075,202
1076,202
1077,202
1078,202
1079,204
1080,204
1081,204
1082,227
1083,227
1084,227
1085,227
1086,227
1087,227
1088,227
1089,217
1090,217
1091,217
1092,217
1093,230
1094,231
1095,232
1096,195
1097,232
1098,195
1099,232
1100,195
1101,195
1102,195
1103,232
1104,196
1105,218
1106,218
1107,219
1108,102
1109,102
1110,102
1111,102
1112,102
1113,102
1114,102
1115,102
1116,102
1117,102
1118,102
1119,102
1120,102
1121,233
1122,102
1123,102
1124,102
1125,102
1126,102
1127,102
1128,102
1129,102
1130,102
1131,102
1132,102
1132,234
1133,102
1134,102
1135,102
1136,102
1137,102
1138,102
1139,102
1140,102
1141,102
1142,234
1143,220
1144,220
1144,235
1145,220
1146,220
1147,220
1148,236
1149,236
1150,206
1151,206
1152,206
1153,206
1154,206
1155,206
1156,206
1157,206
1158,206
1159,206
1160,206
1161,206
1162,237
1163,222
1164,222
1165,222
1166,222
1167,222
1168,222
1169,222
1170,222
1171,107
1172,238
1173,238
1174,238
1175,238
1176,238
1177,107
1177,238
1177,239
1178,238
1179,107
1180,107
1181,207
1182,207
1183,207
1183,208
1184,207
1185,208
1186,207
1187,208
1188,208
1189,208
1190,208
1191,208
1192,208
1193,208
1194,207
1195,208
1196,207
1196,208
1197,208
1198,208
1199,208
1200,208
1201,208
1202,208
1203,240
1204,241
1205,242
1206,243
1207,204
1208,244
1209,245
1210,246
1211,195
1212,195
1213,195
1214,247
1215,248
1216,249
1217,250
1218,251
1219,252
1220,253
1221,192
1222,254
1223,195
1224,194
1225,194
1226,194
1227,194
1228,194
1229,255
1230,256
1231,257
1231,258
1232,257
1233,259
1234,256
1235,253
1236,253
1237,253
1238,260
1239,261
1240,262
1241,263
1242,264
1243,265
1244,201
1245,201
1246,201
1247,201
1248,201
1249,201
1250,201
1251,201
1252,194
1253,194
1254,198
1255,3
1256,194
1257,207
1258,265
1259,266
1260,202
1260,203
1261,267
1262,268
1263,269
1264,194
1265,194
1266,270
1267,271
1268,155
1269,155
1270,272
1271,29
1272,273
1273,273
1274,274
1275,274
1276,274
1277,274
1278,275
1279,276
1280,277
1281,278
1282,271
1283,271
1284,271
1285,273
1286,279
1287,271
1288,271
1289,279
1290,280
1291,271
1292,271
1293,236
1294,236
1295,281
1296,282
1297,283
1298,134
1299,284
1300,284
1301,285
1302,286
1303,40
1304,287
1305,288
1306,289
1307,289
1308,290
1309,291
1310,292
1311,293
1312,294
1312,295
1313,296
1314,297
1314,298
1314,299
1315,300
1316,301
1317,123
1318,302
1319,303
1320,304
1321,305
1322,304
1323,304
1324,305
1325,304
1326,304
1327,305
1328,304
1329,304
1330,305
1331,304
1332,304
1333,304
1334,124
1335,278
1336,306
1337,307
1338,308
1339,129
1340,309
1341,310
1342,311
1343,312
1344,313
1345,314
1346,315
1346,316
1346,317
1347,316
1348,202
1349,318
1349,319
1350,320
1351,131
1351,321
1351,322
1352,321
1353,323
1354,323
1355,322
1356,324
1357,325
1357,326
1358,45
1359,45
1360,324
1361,325
1361,326
1362,327
1363,328
1364,328
1365,329
1366,330
1367,331
1368,332
1369,332
1370,332
1371,332
1372,332
1373,333
1374,334
1375,335
1376,78
1377,67
1378,24
1378,57
1379,71
1380,336
1381,135
1382,335
1383,337
1383,338
1383,339
1384,340
1385,341
1386,321
1387,342
1388,343
1389,344
1390,345
1391,346
1392,318
1393,347
1393,348
1394,347
1395,347
1396,194
1397,194
1398,349
1399,350
1400,351
1401,352
1402,124
1402,353
1403,124
1403,354
1404,124
1404,355
1405,124
1405,353
1406,124
1407,124
1407,353
1407,355
1408,124
1408,353
1409,124
1409,355
1410,124
1411,124
1411,355
1412,124
1413,124
1414,354
1414,355
1415,353
1415,355
1416,124
1417,124
1418,124
1419,353
1419,355
1420,356
1420,357
1421,358
1421,359
1422,360
1423,361
1424,361
1425,300
1426,362
1427,362
1428,362
1429,362
1430,362
1431,362
1432,362
1433,362
1434,362
1435,363
1436,192
1437,192
1438,363
1439,364
1440,365
1441,366
1442,367
1443,368
1444,369
1445,369
1446,370
1447,371
1448,372
1448,373
1449,368
1449,374
1450,375
1451,274
1452,376
1453,377
1454,194
1455,194
1456,194
1457,194
1458,194
1459,194
1460,154
1461,378
1462,3
1463,228
1464,3
1465,194
1466,155
1466,379
1467,78
1468,380
1469,96
1470,381
1471,382
1472,383
1473,384
1474,276
1475,385
1476,67
1477,67
1478,386
1479,267
1480,155
1481,387
1482,387
1483,387
1484,387
1485,388
1486,388
1487,300
1488,389
1489,390
1490,391
1491,391
1492,391
1493,391
1494,391
1495,387
1496,379
1497,379
1498,155
1498,379
1499,155
1500,155
1501,155
1502,155
1503,155
1504,155
1505,155
1505,379
1506,155
1507,155
1508,155
1509,155
1510,280
1511,155
1512,276
1513,276
1514,155
1515,155
1516,155
1517,379
1518,155
1519,155
1520,155
1521,155
1522,155
1523,155
1524,155
1525,155
1525,379
1526,155
1527,392
1528,393
1529,236
1530,236
1531,394
1532,395
1533,389
1534,396
1535,397
1536,398
1537,399
1538,400
1538,401
1539,400
1540,194
1541,155
1542,155
1543,402
1544,354
1545,353
1546,353
1547,353
1548,353
1549,403
1550,300
1551,404
1552,405
1553,404
1554,404
1555,404
1555,405
1556,406
1556,407
1557,408
1558,409
1559,410
1560,411
1561,61
1561,409
1561,410
1562,410
1563,61
1564,61
1565,409
1566,412
1567,413
1568,410
1569,61
1570,61
1571,409
1572,414
1573,415
1574,416
1575,204
1576,204
1577,204
1578,204
1579,404
1580,256
1581,417
1582,418
1583,411
1584,126
1585,76
1586,419
1587,420
1588,421
1589,422
1590,423
1591,422
1592,422
1593,422
1594,422
1595,422
1596,422
1597,422
1598,422
1599,422
1600,422
1601,422
1602,422
1603,422
1604,422
1605,422
1606,422
1607,422
1608,422
1609,422
1610,422
1611,422
1612,422
1613,422
1614,422
1615,424
1616,119
1617,425
1618,53
1619,158
1620,426
1621,427
1622,428
1623,393
1624,429
1625,430
1626,425
1627,431
1628,431
1629,432
1630,432
1631,432
1632,79
1633,433
1634,353
1635,434
1636,435
1637,436
1638,437
1639,438
1640,438
1640,439
1641,440
1642,441
1643,442
1644,63
1645,63
1646,386
1647,443
1648,55
1648,387
1649,387
1650,3
1651,222
1652,444
1653,445
1654,446
1655,446
1656,447
1657,448
1658,449
1659,450
1660,451
1661,452
1662,453
1663,454
1664,455
1665,456
1666,457
1667,458
1668,459
1669,460
1670,461
1671,19
1672,462
1673,462
1674,462
1675,462
1676,462
1677,462
1678,463
1679,391
1680,391
1681,24
1682,67
1683,464
1684,67
1685,461
1686,465
1687,466
1688,467
1689,468
1690,469
1691,467
1692,467
1693,422
1694,470
1695,470
1696,470
1697,470
1698,471
1699,471
1700,472
1701,470
1702,470
1703,471
1704,470
1705,470
1705,471
1706,470
1707,470
1708,470
1709,470
1710,470
1711,471
1712,470
1713,470
1714,470
1715,471
1716,470
1717,470
1718,470
1719,470
1720,470
1721,470
1722,470
1723,470
1723,471
1724,470
1725,470
1726,470
1727,470
1728,470
1729,473
1730,470
1731,470
1731,471
1732,471
1733,470
1734,470
1735,470
1736,470
1737,470
1738,471
1739,471
1740,470
1741,470
1742,470
1743,470
1744,470
1745,471
1746,470
1747,470
1748,470
1749,470
1750,471
1751,470
1752,474
1753,470
1754,475
1755,475
1756,476
1757,476
1758,476
1759,476
1760,476
1761,476
1762,477
1763,393
1764,478
1765,476
1766,479
1766,480
1767,481
1767,482
1768,214
1769,214
1770,300
1771,483
1772,426
1773,484
1774,485
1775,486
1776,487
1777,488
1778,445
1779,401
1780,467
1781,169
1782,169
1783,169
1784,169
1785,489
1786,490
1787,169
1788,67
1789,135
1790,135
1791,135
1792,135
1793,458
1794,67
1795,67
1796,67
1797,67
1798,67
1799,67
1800,67
1801,67
1802,67
1803,67
1804,491
1805,491
1806,492
1807,493
1808,494
1809,495
1810,78
1811,496
1812,497
1813,497
1814,497
1815,497
1816,497
1817,498
1818,498
1819,498
1820,499
1821,500
1822,501
1823,502
1824,503
1824,504
1825,503
1825,504
1826,505
1827,503
1828,506
1829,507
1830,502
1831,498
1832,508
1832,509
1833,301
1834,501
1835,137
1836,510
1837,505
1838,376
1839,376
1840,511
1841,505
1842,505
1843,505
1844,499
1845,512
1846,513
1846,514
1847,513
1848,515
1849,516
1850,517
1851,518
1852,519
1853,520
1854,521
1855,522
1856,523
1857,524
1858,525
1859,526
1860,527
1861,528
1862,528
1863,528
1864,529
1865,530
1866,528
1867,531
1868,532
1869,533
1870,533
1871,534
1871,535
1872,536
1873,380
1874,537
1875,538
1876,411
1877,411
1878,100
1879,218
1880,539
1881,428
1882,540
1882,541
1883,55
1884,542
1885,543
1886,150
1887,150
1888,150
1889,544
1890,104
1891,545
1892,546
1893,365
1894,547
1895,548
1896,549
1897,550
1898,551
1898,552
1898,553
1899,554
1900,554
1901,555
1902,556
1903,550
1904,557
1905,132
1906,132
1907,132
1908,558
1909,559
1910,499
1911,531
1911,560
1912,561
1913,542
1914,133
1915,133
1916,133
1917,133
1918,133
1919,133
1920,133
1921,133
1922,133
1923,133
1924,133
1925,562
1926,563
1927,564
1928,565
1929,566
1930,567
1931,330
1932,568
1932,569
1933,570
1934,571
1935,571
1936,571
1937,572
1938,573
1939,574
1939,575
1940,576
1941,577
1942,211
1943,187
1944,242
1945,77
1946,578
1947,578
1947,579
1948,444
1949,580
1950,581
1951,582
1952,583
1953,584
1953,585
1954,586
1954,587
1954,588
1954,589
1954,590
1955,588
1956,591
1957,592
1958,438
1958,593
1959,594
1960,401
1961,400
1962,401
1963,576
1964,63
1965,27
1966,27
1967,576
1968,595
1969,596
1970,596
1971,596
1972,596
1973,5
1974,595
1975,597
1976,598
1977,598
1978,599
1979,598
1980,599
1981,598
1982,598
1983,595
1984,600
1985,601
1986,595
1987,602
1988,603
1989,603
1990,604
1991,604
1992,603
1993,603
1994,603
1995,603
1996,603
1997,603
1998,603
1999,603
2000,603
2001,603
2002,603
2003,603
2004,603
2005,603
2006,603
2007,603
2008,603
2009,605
2010,603
2011,603
2012,603
2013,603
2014,603
2015,603
2016,603
2017,603
2018,603
2019,605
2020,603
2021,603
2022,603
2023,603
2024,603
2025,603
2026,603
2027,603
2028,603
2029,603
2030,603
2031,603
2032,603
2033,603
2034,603
2035,605
2036,603
2037,606
2038,607
2039,608
2040,609
2041,192
2042,580
2043,610
2044,267
2045,611
2046,612
2047,612
2048,613
2049,582
2050,304
2051,304
2052,614
2053,304
2054,304
2055,615
2056,615
2057,304
2058,304
2059,304
2060,304
2061,304
2062,304
2063,304
2064,304
2065,304
2066,304
2067,304
2068,304
2069,304
2070,304
2071,304
2072,20
2073,571
2074,616
2075,617
2076,618
2077,542
2078,619
2079,620
2080,438
2081,419
2082,621
2082,622
2083,259
2084,48
2085,48
2085,593
2086,48
2087,48
2087,593
2088,48
2088,593
2089,623
2090,425
2091,425
2091,624
2092,625
2093,438
2094,626
2095,627
2096,448
2097,628
2097,629
2097,630
2098,631
2099,631
2100,632
2101,497
2101,631
2102,301
2103,633
2103,634
2104,633
2105,635
2106,255
2107,301
2108,631
2109,631
2110,631
2111,631
2112,631
2113,631
2114,501
2115,501
2116,501
2117,501
2117,636
2117,637
2117,638
2118,501
2119,501
2120,637
2121,501
2121,636
2122,501
2123,501
2124,499
2125,508
2125,509
2126,508
2126,509
2127,508
2128,508
2129,499
2130,508
2131,636
2132,501
2133,636
2134,150
2135,150
2136,150
2137,150
2138,298
2139,635
2140,135
2141,271
2142,129
2143,639
2144,129
2145,619
2146,640
2147,640
2148,640
2149,640
2150,641
2151,642
2152,122
2153,643
2154,644
2155,645
2156,646
2157,647
2157,648
2158,647
2158,648
2159,647
2160,647
2161,647
2162,647
2163,255
2164,396
2165,396
2166,649
2167,650
2168,650
2169,47
2170,651
2171,652
2172,22
2173,27
2174,653
2175,150
2176,654
2177,280
2178,655
2179,656
2180,657
2181,658
2182,236
2183,274
2184,659
2185,274
2186,155
2187,155
2188,29
2189,29
2190,29
2191,270
2192,271
2193,271
2194,271
2195,271
2196,274
2197,274
2198,274
2199,660
2200,275
2201,661
2202,662
2202,663
2203,662
2204,662
2205,79
2206,664
2207,665
2208,666
2209,667
2210,667
2211,667
2212,668
2213,668
2214,669
2214,670
2215,671
2216,672
2217,27
2218,27
2219,673
2220,674
2221,675
2222,318
2223,67
2224,676
2225,677
2226,678
2227,678
2228,678
2229,679
2229,680
2230,300
2231,681
2232,34
2233,682
2234,205
2235,187
2236,683
2237,684
2238,685
2239,686
2240,253
2241,435
2241,687
2242,645
2243,123
2244,688
2245,205
2246,689
2247,511
2248,690
2249,691
2250,692
2251,693
2252,693
2253,693
2254,693
2255,19
2256,694
2257,695
2258,323
2259,696
2260,697
2260,698
2261,699
2262,700
2263,701
2264,702
2265,703
2266,704
2267,705
2268,706
2269,707
2270,211
2271,708
2272,709
2273,704
2274,710
2275,704
2276,710
2277,704
2278,704
2279,704
2280,704
2281,704
2282,710
2283,710
2284,707
2285,707
2286,704
2287,704
2288,707
2289,704
2290,710
2291,711
2292,704
2293,704
2294,704
2295,704
2296,710
2297,704
2297,710
2298,3
2299,712
2300,713
2301,714
2302,715
2303,716
2304,547
2305,717
2306,617
2307,718
2308,674
2309,719
2309,720
2310,721
2311,722
2311,723
2312,722
2313,722
2314,724
2315,617
2316,725
2317,725
2318,726
2319,727
2320,728
2321,729
2322,730
2323,731
2324,730
2325,732
2325,733
2326,55
2327,734
2328,671
2329,735
2330,736
2331,393
2332,446
2333,508
2334,737
2335,738
2336,739
2337,740
2337,741
2338,740
2339,740
2340,501
2341,742
2342,743
2343,744
2344,310
2345,310
2346,745
2347,746
2348,215
2349,213
2350,214
2351,216
2352,214
2353,213
2354,213
2354,229
2355,214
2356,213
2357,214
2358,214
2359,214
2359,215
2359,229
2360,216
2361,214
2362,214
2363,215
2364,214
2365,214
2366,202
2367,202
2368,214
2369,213
2370,215
2371,214
2372,202
2372,483
2373,214
2374,213
2375,202
2376,203
2377,202
2378,202
2379,202
2380,214
2381,229
2382,213
2383,214
2384,214
2385,229
2386,215
2387,213
2388,214
2389,214
2390,214
2391,213
2392,213
2393,229
2394,214
2395,213
2396,214
2397,229
2398,213
2399,214
2400,214
2400,215
2401,213
2402,202
2403,202
2404,203
2405,202
2405,203
2406,202
2407,214
2408,214
2409,214
2410,215
2411,215
2412,214
2413,202
2414,202
2415,483
2416,202
2417,213
2418,214
2419,213
2420,229
2420,747
2421,747
2422,229
2423,214
2424,214
2425,202
2426,202
2427,214
2428,213
2429,214
2430,214
2431,202
2432,202
2433,748
2434,214
2435,214
2436,213
2437,213
2438,749
2439,750
2440,3
2441,187
2442,502
2443,751
2444,752
2445,753
2446,754
2447,753
2448,755
2449,683
2450,502
2451,502
2452,502
2453,756
2454,757
2455,758
2456,187
2457,756
2458,133
2459,187
2460,187
2461,485
2461,759
2462,672
2463,187
2464,652
2465,760
2466,761
2467,762
2467,763
2468,363
2469,363
2470,363
2471,363
2472,363
2473,363
2474,363
2475,211
2476,764
2477,38
2478,19
2479,48
2479,624
2480,531
2481,606
2482,132
2483,765
2484,765
2485,716
2486,760
2487,760
2488,760
2489,760
2490,760
2491,760
2492,760
2493,760
2494,760
2495,760
2496,760
2497,760
2498,760
2499,760
2500,760
2501,760
2502,760
2503,760
2504,760
2505,760
2506,760
2507,760
2508,383
2509,383
2510,760
2511,766
2512,767
2513,760
2514,768
2515,760
2516,769
2517,770
2518,771
2519,771
2520,771
2521,771
2522,771
2523,772
2524,773
2525,774
2526,775
2527,776
2528,776
2529,777
2530,776
2531,776
2532,776
2532,777
2533,776
2534,777
2535,716
2536,716
2537,778
2538,779
2538,780
2539,259
2540,781
2541,716
2542,716
2543,716
2544,716
2545,716
2546,716
2547,716
2548,716
2549,716
2550,716
2551,716
2552,716
2553,716
2554,716
2555,716
2555,782
2556,716
2557,716
2558,716
2559,716
2560,716
2561,716
2562,716
2563,716
2564,716
2565,716
2566,716
2566,782
2567,716
2568,716
2569,716
2570,716
2571,716
2572,716
2573,716
2574,782
2575,716
2576,716
2577,716
2578,716
2579,716
2580,716
2581,716
2581,782
2582,716
2583,716
2584,716
2585,716
2586,716
2587,716
2588,716
2589,716
2590,716
2591,716
2592,716
2593,716
2594,716
2595,716
2596,716
2597,716
2598,716
2599,716
2600,716
2601,716
2602,716
2603,716
2604,716
2605,716
2606,716
2607,455
2608,265
2609,261
2609,783
2609,784
2609,785
2610,784
2611,786
2612,784
2612,785
2613,24
2614,787
2615,464
2616,464
2617,464
2618,464
2619,464
2620,464
2621,788
2622,789
2622,790
2623,19
2623,67
2623,791
2624,326
2625,325
2626,792
2627,793
2628,67
2629,794
2630,795
2631,795
2632,795
2633,795
2634,795
2635,795
2636,795
2637,795
2638,795
2639,795
2640,795
2641,795
2642,224
2643,791
2644,538
2645,796
2646,796
2647,796
2648,3
2649,228
2650,797
2651,302
2652,798
2653,538
2654,19
2655,799
2656,19
2656,67
2657,791
2658,261
2659,67
2660,800
2661,67
2662,67
2663,67
2664,67
2665,67
2666,67
2666,801
2667,67
2668,458
2669,464
2670,24
2671,309
2672,538
2673,192
2674,802
2675,535
2676,67
2677,67
2678,67
2679,67
2680,396
2681,772
2682,259
2683,538
2683,803
2684,804
2685,791
2686,19
2687,538
2688,805
2689,67
2690,803
2691,806
2692,48
2693,637
2694,501
2695,807
2696,808
2697,576
2698,577
2699,311
2700,809
2701,809
2702,781
2703,781
2704,781
2705,781
2706,781
2707,781
2708,781
2709,781
2710,781
2711,810
2712,803
2713,811
2714,812
2715,813
2716,811
2717,811
2718,811
2719,811
2720,811
2721,811
2722,811
2723,811
2724,811
2725,116
2726,814
2727,811
2728,815
2728,816
2729,817
2730,818
2730,819
2730,820
2730,821
2730,822
2730,823
2730,824
2730,825
2730,826
2731,304
2732,827
2733,304
2734,827
2735,3
2736,3
2737,120
2738,828
2739,3
2740,538
2741,829
2742,830
2743,830
2744,401
2745,3
2745,830
2745,831
2746,3
2747,3
2748,192
2749,832
2750,815
2750,833
2750,834
2750,835
2750,836
2750,837
2750,838
2751,838
2752,704
2753,839
2753,840
2754,79
2755,817
2755,841
2756,617
2757,617
2758,818
2758,819
2758,820
2758,821
2758,822
2758,823
2758,826
2758,842
2758,843
2758,844
2758,845
2758,846
2758,847
2758,848
2758,849
2759,304
2760,827
2761,841
2761,850
2761,851
2761,852
2761,853
2761,854
2761,855
2761,856
2762,817
2762,841
2763,857
2764,858
2765,187
2766,859
2767,859
2768,860
2769,754
2770,132
2771,751
2772,78
2773,78
2774,751
2775,751
2776,751
2777,751
2778,751
2779,751
2780,751
2781,861
2782,187
2783,761
2784,683
2785,683
2786,683
2787,264
2788,756
2789,683
2790,862
2791,863
2792,864
2793,683
2794,683
2795,187
2796,865
2797,132
2798,683
2799,683
2800,683
