Medicine_id,Name
86,Abakavir/Lamivudin Mylan Pharma
87,Abakavir/Lamivudin Viatris
88,Abaktal
89,Abalon
90,Aban
91,Abasaglar
92,Abasaglar Kwikpen
93,Abasaglar Tempo Pen
94,Abatixent
95,Abator
96,Abattra
97,Abavalex
98,Abaxan
99,Abba
100,Abbonate
101,Abboticin
102,Abboticin Es
103,Abboticin Novum
104,Abc Lokale Schmerz-Therapie Aktiv-Pflaster
105,Abc Lokale Schmerz-Therapie Wärme
106,Abc Lokale Schmerz-Therapie Wärme-Pflaster
107,Abc Lokale Schmerz-Therapie Wärme-Pflaster Mit Sensitiv-Vlies
108,Abdine Cold Relief
109,Abdine Hot Lemon Cold Relief
110,Abdomilon N Für Erwachsene Und Heranwachsende Ab 12 Jahren
111,Abdomin Citrus
112,Abdomin Junior Med Nøytral Smak
113,Abdomin Junior Neutral
114,Abdomin Med Nøytral Smak
115,Abdomin Med Sitrussmak
116,Abdomin Neutral
117,Abe
118,Abeced
119,Abecma
120,Abecol
121,Abedel
122,Abelcet
123,Abelcet Complejo Lipídico
124,Abelcet Lipid Complex
125,Abelfiz
126,Abella
127,Abemax
128,Abemot
129,Abemot 1 Mg
130,Abendur
131,Aberipra
132,Abernil
133,Abesart
134,Abesyl
135,Abevmy
136,Abfentiq
137,Abführ Sn
138,Abführ Tee
139,Abführ-Kapseln Rizinol
140,Abführpulver
141,Abführtee
142,Abführtee N
143,Abführtee-Sennesblätter N
144,Abiano
145,Abibam®
146,Abicrem
147,Abidalo
148,Abidec Multivitamin
149,Abidol
150,Abietinsäure
151,Abigerd
152,Abik
153,Abilify
154,Abilify Maintena
155,Abilium
156,Abimono
157,Abimox
158,Abinone
159,Abioclav
160,Abiostil
161,Abiox
162,Abipol
163,Abiprost
164,Abiprostem
165,Abiral
166,Abiranio
167,Abirasolon-Mcrpc Kombipackung
168,Abirasolon-Mhspc Kombipackung
169,Abiratel
170,"Abirateron ""olpha"""
171,"Abirateron ""sandoz"""
172,Abirateron +pharma
173,Abirateron 123-Acurae Pharma
174,Abirateron 1a Pharma
175,Abirateron Abdi
176,Abirateron Acino
177,Abirateron Al
178,Abirateron Alpha-Medical
179,Abirateron Amarox
180,Abirateron Aristo
181,Abirateron Ashcure
182,Abirateron Avansor
183,Abirateron Axiromed
184,Abirateron Beta
185,Abirateron Betapharm
186,Abirateron Bluepharma
187,Abirateron Cf
188,Abirateron Cipla
189,Abirateron Devatis
190,Abirateron Eg
191,Abirateron G.L.
192,Abirateron Galenika
193,Abirateron Glenmark
194,Abirateron Heumann
195,Abirateron Hexal
196,Abirateron Holsten
197,Abirateron Leon Farma
198,Abirateron Medac
199,Abirateron Medical Valley
200,Abirateron Msn
201,Abirateron Normon
202,Abirateron Pharmagen
203,Abirateron Pharmascience
204,Abirateron Polisano
205,Abirateron Qilu
206,Abirateron Ratiopharm
207,Abirateron Sandoz
208,Abiraterón Sandoz
209,Abirateron Stada
210,Abiraterón Stada
211,Abirateron Sun
212,Abirateron Synthon
213,Abirateron Teva
214,Abirateron Uropharm
215,Abirateron Vipharm
216,Abirateron Vivanta
217,Abirateron Xiromed
218,Abirateron Zentiva
219,Abirateron? Lannacher
220,Abiraterona Bluepharma
221,Abiraterona Cipla
222,Abiraterona Dr. Reddys
223,Abiraterona Efg Synthon
224,Abiraterona Eugia
225,Abiraterona Exeltis
226,Abiraterona Farmoz
227,Abiraterona Generis
228,Abiraterona Glenmark
229,Abiraterona Kern Pharma
230,Abiraterona Msn
231,Abirateronă Msn
232,Abiraterona Normon
233,Abiraterona Olpha
234,Abirateronă Pharmazac
235,Abiraterona Polisano
236,Abiraterona Qilu
237,Abiraterona Sandoz
238,Abiraterona Stada
239,Abirateronä Stada
240,Abirateronă Sun
241,Abiraterona Tarbis
242,Abiraterona Tecnigen
243,Abiraterona Teva
244,Abirateronă Teva
245,Abiraterona Tronyl
246,Abiraterona Vivanta
247,Abiraterona Zentiva
248,Abirateronă Zentiva
249,Abirateronacetaat Amarox
250,Abirateronacetaat Eg (Eurogenerics) Nv
251,Abirateronacetat
252,Abirateronacetat Eg (Eurogenerics) Nv
253,Abiraterone
254,Abiraterone Abdi
255,Abiraterone Abdi Farma
256,Abiraterone Accord
257,Abiraterone Acetate Zydus
258,Abiraterone Agmed
259,Abiraterone Amarox
260,Abiraterone Aristo
261,Abiraterone Ariti
262,Abiraterone Arrow
263,Abiraterone Ashcure
264,Abiraterone Avansor
265,Abiraterone Biogaran
266,Abiraterone Clonmel
267,Abiraterone Cristers
268,Abiraterone Day Zero 500 Mg
269,Abiraterone Eg
270,Abiraterone Eugia
271,Abiraterone Evolugen
272,Abiraterone Faran
273,Abiraterone Farmoz
274,Abiraterone G.L.
275,Abiraterone G.L. Pharma
276,Abiraterone Genus Pharmaceuticals
277,Abiraterone Genus Pharmaceuticals Ltd.
278,Abiraterone Glenmark
279,Abiraterone Glenmark Pharmaceuticals Europe
280,Abiraterone Heaton
281,Abiraterone Krka
282,Abiraterone Medac
283,Abiraterone Medical Valley
284,Abiraterone Msn
285,Abiraterone Msn Labs Europe Limited
286,Abiraterone Mylan
287,Abiraterone Norameda
288,Abiraterone Olpha
289,Abiraterone Olpha 250 Mg
290,Abiraterone Pharmascience
291,Abiraterone Pharmazac
292,Abiraterone Pharmevid
293,Abiraterone Qilu
294,Abiraterone Qilu Pharma Spain
295,Abiraterone Rafarm
296,Abiraterone Ratiopharm
297,Abiraterone Richter
298,Abiraterone Rowa
299,Abiraterone Sandoz
300,Abiraterone Sapiens
301,Abiraterone Stada
302,Abiraterone Sun
303,Abiraterone Sun Pharmaceutical Industries Europe
304,Abiraterone Synthon
305,Abiraterone Tecnigen
306,Abiraterone Teva
307,Abiraterone Teva Uk
308,Abiraterone Torrent Pharma (Uk)
309,Abiraterone Vipharm
310,Abiraterone Vivanta
311,Abiraterone Vocate
312,Abiraterone Wockhardt Uk
313,Abiraterone Zentiva
314,Abis
315,Abisax
316,Abix
317,Abmetfina Xr
318,Abnoba
319,Abnobaviscum Abietis
320,Abnobaviscum Amygdali
321,Abnobaviscum Betulae
322,Abnobaviscum Crataegi
323,Abnobaviscum Fraxini
324,Abnobaviscum Mali
325,Abnobaviscum Pini
326,Abnobaviscum Quercus
327,Abolibe Forte
328,A-Bomin
329,Abormib
330,Aboxoma
331,Abradel
332,Abrasone Rectal
333,Abraxane
334,Abrea
335,Abriff
336,Abrilar
337,Abrilia
338,Abrion
339,Abrix
340,Abrobion
341,Abrysvo
342,Abseamed
343,Absenor
344,Absenor Depot
345,Absinthium D1 / Resina Laricis D3 Aa
346,Absken
347,Absorcol
348,Abstral
349,Abszess-Ilon
350,Abt Strabo Blasen- Und Nierentee
351,Abt Strabo Hals-Rachentee
352,Abt Strabo Husten-Bronchialtee
353,Abt Strabo Magen-Darmtee
354,Abt Strabo Schlaf-Nerventee
355,Abtard
356,Abufene
357,Abutrax
358,Abuxar
359,Abyca
360,Acadimox
361,Acalka
362,Acamba
363,Acamprosat Mylan
364,Acamprosate Biogaran
365,Acamprosate Generics [uk] Ltd
366,Acamprosate Strandhaven  Somex Pharma
367,Acamprosate Viatris
368,Acapril
369,Acara
370,Acara Trio
371,Acarbosa Farmalider
372,Acarbosa Qualigen
373,Acarbosa Tarbis
374,Acarbosa Tecnigen
375,Acarbosa Viatris
376,Acarbose Abz
377,Acarbose Al
378,Acarbose Arrow
379,Acarbose Arrow Lab
380,Acarbose Aurovitas
381,Acarbose Berar Laboratórios Basi - Indústria Farmacêutica
382,Acarbose Biogaran
383,Acarbose Bluepharma
384,Acarbose Crescent Pharma
385,Acarbose Dura
386,Acarbose Eg
387,Acarbose Establix
388,Acarbose Farmoz
389,Acarbose Friulchem
390,Acarbose Generics [uk] Ltd
391,Acarbose Generis
392,Acarbose Genevida
393,Acarbose Glenmark Pharmaceuticals Europe
394,Acarbose Morningside Healthcare
395,Acarbose Mylan
396,Acarbose Sandoz
397,Acarbose Stada
398,Acarbose Viatris
399,Acarbose Zentiva
400,Acarbosio Aurobindo
401,Acarbosio Doc Generici
402,Acarbosio Tecnigen
403,Acard
404,Acard Cor
405,Acard Pro
406,Acarden
407,Acarilbial
408,Acarizax
409,Acarphage
410,Acatar Acti Form
411,Acatar Acti-Tabs
412,Acatar Allergy
413,Acatar Care
414,Acatar Care Kids
415,Acatar Control
416,Acatar Mono
417,Acatar Zatoki
418,Acatar Zatoki Tabs
419,Acc
420,Acc Akut Hustenlöser
421,Acc Akut Z Hustenlöser
422,Acc Classic
423,Acc Cu Aroma De Mure
424,Acc Direkt
425,Acc Direkt Hexal  Ag
426,Acc Hexal  Ag
427,Acc Hot
428,Acc Injekt
429,Acc Junior
430,Acc Kindersaft
431,Acc Kindersaft Hexal  Ag
432,Acc Lămâie Şi Miere
433,Acc Long
434,Acc Long Instant
435,Acc Neo
436,Acc Optima
437,Acc Optima Active
438,Acc Tabs
439,Accarizax
440,Accofil
441,Accrete D3
442,Accupaque
443,Accusol 35
444,Accusol 35 Kalium
445,Accusol 35 Potassium
446,Accusol Con Potassio 35
447,Accu-Thyrox
448,Acea
449,Acebis
450,Acebutolol Almus
451,Acebutolol Arrow Lab
452,Acebutolol Biogaran
453,Acebutolol Cristers
454,Acebutolol Eg
455,Acebutolol Gedeon Richter
456,Acebutolol Hydrochloride Aurobindo
457,Acebutolol Lp Zentiva
458,Acebutolol Milpharm
459,Acebutolol Sandoz
460,Acebutolol Teva
461,Acebutolol Viatris
462,Acebutolol Zentiva
463,Acebutolol Zydus
464,Acecardin
465,Aceclofen
466,Aceclofenac Accord
467,Aceclofenac Accord Healthcare
468,Aceclofenac Alter
469,Aceclofenac Biogaran
470,Aceclofenac Double-E Pharma
471,Aceclofenac Eg
472,Aceclofenac Eg Labo
473,Aceclofenac Generis
474,Aceclofenac Mylan
475,Aceclofenac Orion
476,Aceclofenac Ratiopharm
477,Aceclofenac Rivopharm
478,Aceclofenac Rivopharm Uk
479,Aceclofenac Viatris
480,Aceclofenac Zentiva
481,Aceclofenaco Cinfa
482,Aceclofenaco Kern Pharma
483,Aceclofenaco Normon
484,Aceclofenaco Stada
485,Aceclofenaco Vir
486,Aceclonac
487,Acecomb
488,Acecomb Mite
489,Acecomb Semi
490,Acecor
491,Acecort
492,Acediur
493,Acedol
494,Aceduo
495,Acefa
496,Aceflucil
497,Ace-Hemmer Comp.
498,Aceite De Ricino Reig Jofre
499,Aceklik
500,Acelisino Comp. Forte
501,Acelisino Comp. Mite
502,Acelisino Comp. Semi
503,Acelopam
504,Acelyn
505,Acemap
506,Acemetacin Heumann
507,Acemetacin Stada
508,Acemetax
509,Acemin
510,Acemis
511,Acemit
512,Acenam
513,Acenocoumarol Aurobindo
514,Acenocoumarol Cf
515,Acenocumarol Aurovitas
516,Acenocumarol Generis
517,Acenocumarol Wzf
518,Aceomel
519,Aceoto
520,Aceoto Plus
521,Acepiro
522,Aceponato De Metilprednisolona Aristo
523,Acepramin
524,Aceprotin
525,Acepurin
526,Acerbine
527,Acercomp
528,Acerin
529,Acerin Pro
530,Acerycal
531,Acesan
532,Acesil
533,Acesil T
534,Acesil Tamponat
535,Acesistem
536,Acetamol
537,Acetamol Adulti
538,Acetamol Bambini
539,Acetamol Prima Infanzia
540,Acetan
541,Acetar
542,Acetat De Terlipresină Ever Pharma
543,Acétate D'abiratérone. Eg (Eurogenerics) Sa
544,Acetate De Cyproterone Arrow
545,Acetate De Terlipressine Ever Pharma
546,Acetato De Eslicarbazepina Alter
547,Acetato De Eslicarbazepina Aristo
548,Acetato De Eslicarbazepina Generis
549,Acetato De Eslicarbazepina Jubilant
550,Acetato De Eslicarbazepina Meditop 800 Mg Comprimidos
551,Acetato De Eslicarbazepina Mylan Pharma
552,Acetato De Eslicarbazepina Pentafarma
553,Acetato De Eslicarbazepina Pharmakern
554,Acetato De Glatirâmero Viatris
555,Acetato De Potasio B.Braun
556,Acetato Sódico Fresenius Kabi
557,Acetazolamid Agepha
558,Acetazolamida Arena
559,Acetazolamide
560,Acetazolamide Blumont Pharma
561,Acetazolamide Crescent
562,Acetazolamide Crescent Pharma
563,Acetazolamide Dawa
564,Acetazolamide Mercury Pharma
565,Acetazolamide Mercury Pharmaceuticals
566,Acetazolamide Morningside Healthcare
567,Acetazolamide Remedica
568,Acetazolamide Tillomed
569,Acetazolamide Ι.Φ.Ε.Τ.
570,Acetensil
571,Acetensil Plus
572,Aceterin
573,Aceterin Express
574,Acetilcisteína Abex
575,Acetilcisteina Alter
576,Acetilcisteína Alter
577,Acetilcisteină Arena
578,Acetilcisteina Aristo
579,Acetilcisteina Aurobindo Italia
580,Acetilcisteína Aurovitas
581,Acetilcisteina Azevedos
582,Acetilcisteína Azevedos
583,Acetilcisteína Bexal
584,Acetilcisteína Bluepharma
585,Acetilcisteina Cinfa
586,Acetilcisteína Cinfa
587,Acetilcisteina Coop
588,Acetilcisteina Doc
589,Acetilcisteina Doc Generici
590,Acetilcisteina Eg
591,Acetilcisteína Exxelir
592,Acetilcisteína Farmasierra
593,Acetilcisteína Farmoz
594,Acetilcisteína Generis
595,Acetilcisteína Genkern
596,Acetilcisteína Kern Pharma
597,Acetilcisteină Laropharm
598,Acetilcisteína Mabo
599,Acetilcisteína Normon
600,Acetilcisteina Pensa
601,Acetilcisteína Pensa
602,Acetilcisteína Pharmakern
603,Acetilcisteina Ratiopharm
604,Acetilcisteina Rompharm
605,Acetilcisteína Sandoz
606,Acetilcisteina Sandoz Care
607,Acetilcisteína Stada
608,Acetilcisteina Tarbis
609,Acetilcisteina Teva
610,Acetilcisteina Viatris
611,Acetilcisteína Vitória
612,Acetilcisteină Zentiva
613,Acetilcisteina Zentiva Lab
614,Acetilcolina Cusí
615,Acetilsalicilatna Kiselina Bausch Health
616,Acetilsalicilatna Kiselina G.L. Pharma
617,Acetilsalicilato De Lisina Labesfal
618,Acetilsalicilna Kislina Krka
619,Acetilsalicilna Kislina Lek
620,Acetilsalicilna Kislina Sandoz
621,Acetilsalicilo Rūgštis Sanitas
622,Acetilsalicilo Rūgštis Stirol
623,Acetilsalicilskābe Stirol
624,Acetolyt
625,Acetylcysteïhe Sanias
626,Acetylcystein
627,Acetylcystein 1a Farma
628,Acetylcystein Al
629,Acetylcystein Alternova
630,Acetylcystein Dr.Max
631,Acetylcystein Hexal
632,Acetylcystein Sad
633,Acetylcystein Sandoz
634,Acetylcystein Viatris
635,Acetylcysteine Ab
636,Acetylcysteïne Alpex
637,Acetylcysteine Alpex Adultes
638,Acetylcysteine Arrow
639,Acetylcysteïne Auro
640,Acetylcysteïne Aurobindo
641,Acetylcysteïne Aurobindo Pharma
642,Acetylcysteine Aurum Pharmaceuticals
643,Acetylcysteine Biogaran Conseil
644,Acetylcysteïne Birchwood
645,Acetylcysteïne Bruis Teva
646,Acetylcysteine Conseil Sans Sucre Zentiva
647,Acetylcysteine Eg
648,Acetylcysteine Ennogen Healthcare
649,Acetylcysteine Ennogen Healthcare Limited
650,Acetylcysteine Ennogen Ip
651,Acetylcysteine Essential-Healthcare Ascot Laboratories (Ireland) Limited
652,Acetylcysteine Ibsa
653,Acetylcysteïne Leidapharm
654,Acetylcysteine Linn
655,Acetylcysteine Macure
656,Acetylcysteïne Marel
657,Acetylcysteine Ratiopharm
658,Acetylcysteine Ridge Pharma
659,Acetylcysteïne Rxt
660,Acetylcysteïne Sam
661,Acetylcysteine Sandoz
662,Acetylcysteïne Sandoz
663,Acetylcysteine Sandoz Conseil
664,Acetylcysteïne Sanias
665,Acetylcysteine Sans Sucre Bgr Conseil
666,Acetylcysteine Sans Sucre Eg Labo Conseil
667,Acetylcysteine Sans Sucre Teva Conseil
668,Acetylcysteine Siromed
669,Acetylcysteine Teva
670,Acetylcysteïne Teva
671,Acetylcysteine Viatris Conseil
672,Acetylcysteine Waymade
673,Acetylcysteinum Flegamina
674,Acetylleucine Biogaran
675,Acetylleucine Teva
676,Acetylleucine Viatris
677,Acetylleucine Zentiva
678,Acetylsalicylic Acid Aurobindo
679,Acetylsalicylic Acid Bluefish
680,Acetylsalicylic Acid Krka
681,Acetylsalicylic Acid Marel
682,Acetylsalicylic Acid Nvt
683,Acetylsalicylic Acid Santa
684,"Acetylsalicylic Acid, Paracetamol, Coffeïne Leidapharm"
685,"Acetylsalicylic Acid, Paracetamol, Coffeïne Marel"
686,Acetylsalicylique Viatris
687,Acetylsalicylsäure Adgc
688,Acetylsalicylsäure G.L. Pharma
689,Acetylsalicylsäure I.V. Panpharma
690,Acetylsalicylsäure Panpharma
691,Acetylsalicylsäure Zentiva Pharma
692,Acetylsalicyls�ure G.L. Pharma
693,Acetylsalicylsyra Abece
694,Acetylsalicylsyra Evolan
695,Acetylsalicylsyra G.L. Pharma
696,Acetylsalicylsyra Teva
697,Acetylsalicylsyre Teva
698,Acetylsalicylzuur Cardio
699,Acetylsalicylzuur Cardio Aurobindo
700,Acetylsalicylzuur Neuro Ratiopharm
701,Acetylsalicylzuur Neuro Teva
702,Acetylsalicylzuur Panmedica
703,Acetylsalicylzuur Panpharma
704,Acetylsalicylzuur Panpharma Panpharma
705,Acetylsalicylzuur Ratiopharm
706,Acetylsalicylzuur Teva
707,"Acetylsalicylzuur, Paracetamol, Coffeïne Aurobindo"
708,"Acetylsalicylzuur, Paracetamol, Coffeïne Sameko"
709,Acetylsalisylsyre Actavis
710,Acetylsalisylsyre Norfri
711,Acevirex
712,Acfol
713,Achillea Comp.
714,Acibel
715,Acic
716,Acic Cold Sore
717,Acic Creme Bei Lippenherpes
718,Aciclin
719,Aciclinlabiale
720,Aciclo
721,Aciclobene
722,Aciclobeta
723,Aciclodan
724,Aciclosina
725,Aciclostad
726,Aciclostad Gegen Lippenherpes
727,Aciclovax - Iv
728,Aciclovir
729,Aciclovir  Heumann
730,Aciclovir +pharma
731,Aciclovir 089pharm
732,Aciclovir 1 A Pharma
733,Aciclovir 1a Farma
734,Aciclovir 1a Pharma
735,Aciclovir Ab
736,Aciclovir Abc
737,Aciclovir Abz
738,Aciclovir Accord
739,Aciclovir Accord Healthcare
740,Aciclovir Accord-Uk
741,Aciclovir Accord-Uk Ltd
742,Aciclovir Actavis
743,Aciclovir Agepha
744,Aciclovir Akut
745,Aciclovir Al
746,Aciclovir Alfasigma
747,Aciclovir Almus
748,Aciclovir Almus Pharma
749,Aciclovir Altan
750,Aciclovir Alter
751,Aciclovir Alternova
752,Aciclovir Alvogen
753,Aciclovir Arena
754,Aciclovir Aristo
755,Aciclovir Arrow
756,Aciclovir Arrow Conseil
757,Aciclovir Arrow Generiques
758,Aciclovir Aurobindo
759,Aciclovir Aurobindo Italia
760,Aciclovir Aurobindo Pharma
761,Aciclovir Aurovitas
762,Aciclovir Avianta Pharma
763,Aciclovir Axone
764,Aciclovir Azevedos
765,Aciclovir Baxter
766,Aciclovir Baxter Holding B.V
767,Aciclovir Biogaran
768,Aciclovir Biogaran Conseil
769,Aciclovir Bluepharma
770,Aciclovir Brill Pharma
771,Aciclovir Cf
772,Aciclovir Ciclum
773,Aciclovir Cinfa
774,Aciclovir Conseil Cristers
775,Aciclovir Corzil Laboratórios Azevedos – Indústria Farmacêutica
776,Aciclovir Creme 1 A Pharma
777,Aciclovir Crescent Pharma
778,Aciclovir Crescent Pharma Limited
779,Aciclovir Cristers
780,Aciclovir Ct
781,Aciclovir Cuve
782,Aciclovir Dawa
783,Aciclovir Demo Pharma Uk
784,Aciclovir Doc Generici
785,Aciclovir Dorom
786,Aciclovir Eg
787,Aciclovir Egis Pharmaceuticals
788,Aciclovir Ethypharm
789,Aciclovir Farmaprojects
790,Aciclovir Farmex
791,Aciclovir Fiterman
792,Aciclovir Generis
793,Aciclovir Generis Phar
794,Aciclovir Germed
795,Aciclovir Gsk
796,Aciclovir Heumann
797,Aciclovir Hikma
798,Aciclovir Hikma Farmacêutica (Portugal)
799,Aciclovir Hospira
800,Aciclovir Hospira Uk
801,Aciclovir I.V Gsk
802,Aciclovir I.V. Gsk
803,Aciclovir Jelfa
804,Aciclovir Jonax Stada
805,Aciclovir Kent Pharma Uk
806,Aciclovir Kern Pharma
807,Aciclovir Labesfal
808,Aciclovir Labialis Eg
809,Aciclovir Labialis Teva
810,Aciclovir Laboratórios Azevedos - Indústria Farmacêutica
811,Aciclovir Laropharm
812,Aciclovir Lippenherpescreme Ratiopharm
813,Aciclovir Livixon
814,Aciclovir Mabo
815,Aciclovir Medochemie
816,Aciclovir Mercury Pharmaceuticals Ltd
817,Aciclovir Milpharm
818,Aciclovir Mylan Generics
819,Aciclovir Noridem
820,Aciclovir Noridem Enterprises
821,Aciclovir Normon
822,Aciclovir Olikla
823,Aciclovir Orion
824,Aciclovir Pensa
825,Aciclovir Pensa Pharma
826,Aciclovir Pfizer
827,Aciclovir Pfizer Healthcare Ireland
828,Aciclovir Pinewood Laboratories Limited
829,Aciclovir Puren
830,Aciclovir Quattro Pharma
831,Aciclovir Ranbaxy
832,Aciclovir Ratiopharm
833,Aciclovir Reig Jofre
834,Aciclovir Relonchem
835,Aciclovir Richter
836,Aciclovir Rompharm
837,Aciclovir Rosemont Pharmaceuticals
838,Aciclovir Sala
839,Aciclovir Sandoz
840,Aciclovir Sandoz Care
841,Aciclovir Sandoz Conseil
842,Aciclovir Siromed
843,Aciclovir Siromed Stada Arzneimittel
844,Aciclovir Slavia
845,Aciclovir Sodium Hfa Holdings
846,Aciclovir Stada
847,Aciclovir Stada Genéricos
848,Aciclovir Sun Pharma Uk
849,Aciclovir Syri
850,Aciclovir Syri Pharma
851,Aciclovir Tedec
852,Aciclovir Terapia
853,Aciclovir Teva
854,Aciclovir Tis
855,Aciclovir Tolife
856,Aciclovir Unifarma
857,Aciclovir Vectans Pharma
858,Aciclovir Viatris
859,Aciclovir Vida
860,Aciclovir Vir
861,Aciclovir Vir Pharma
862,Aciclovir Virostad
863,Aciclovir Vitória
864,Aciclovir Vocate
865,Aciclovir Wockhardt Uk
866,Aciclovir Zentiva
867,Aciclovir Ziaja
868,Aciclovir Zydus
869,Acicutan
870,Acid Acetilsalicilic Biofarm
871,Acid Acetilsalicilic Krka
872,Acid Acetilsalicilic Labormed
873,Acid Acetilsalicilic Laropharm
874,Acid Acetilsalicilic Mcc
875,Acid Acetilsalicilic Richter
876,Acid Acetilsalicilic Sanosan
877,Acid Acetilsalicilic T
878,Acid Acetilsalicilic Tamponat Mcc
879,Acid Acetilsalicilic Zentiva
880,Acid Alendronic/Colecalciferol Accord
881,Acid Alendronic/Colecalciferol Zentiva
882,Acid Ascorbic Arena
883,Acid Ibandronic Stada
884,Acid Tioctic Rompharm
885,Acid Tioctic Zentiva
886,Acid Tranexamic Kabi
887,Acid Zoledronic Accord
888,Acid Zoledronic Fresenius Kabi
889,Acid Zoledronic Rompharm
890,Acida
891,Acidal
892,Acidcare
893,Acide Acetylsalicylique Biogaran
894,Acide Acetylsalicylique Ibsa
895,Acide Acetylsalicylique Panpharma
896,Acide Acétylsalicylique Panpharma
897,Acide Acetylsalicylique Sandoz
898,Acide Alendronique Alter
899,Acide Alendronique Arrow Lab
900,Acide Alendronique Biogaran
901,Acide Alendronique Cristers
902,Acide Alendronique Eg
903,Acide Alendronique Teva Sante
904,Acide Alendronique Viatris
905,Acide Alendronique Zentiva
906,Acide Alendronique/Cholecalciferol (Vitamine D3) Biogaran
907,Acide Alendronique/Cholecalciferol (Vitamine D3) Cristers
908,Acide Alendronique/Cholecalciferol (Vitamine D3) Eg
909,Acide Alendronique/Cholecalciferol (Vitamine D3) Evolugen
910,Acide Alendronique/Cholecalciferol (Vitamine D3) Medipha
911,Acide Alendronique/Cholécalciférol Vitamine D3 Zentiva
912,Acide Alendronique/Vitamine D3 Arrow
913,Acide Alendronique/Vitamine D3 Bgr
914,Acide Alendronique/Vitamine D3 Teva Sante
915,Acide Alendronique/Vitamine D3 Viatris
916,Acide Alendronique/Vitamine Viatris
917,Acide Carglumique Tillomed
918,Acide Carglumique Waymade
919,Acide Folique Arrow
920,Acide Folique Biogaran
921,Acide Folique Ccd
922,Acide Folique Viatris
923,Acide Fusidique Arrow
924,Acide Fusidique Bgr
925,Acide Fusidique Eg
926,Acide Fusidique Sandoz
927,Acide Fusidique Viatris
928,Acide Fusidique Zentiva
929,Acide Gadoterique Guerbet
930,Acide Mycophenolique Tillomed
931,Acide Tiaprofenique Arrow
932,Acide Tiaprofenique Zentiva
933,Acide Tranexamique Accord
934,Acide Tranexamique Aguettant
935,Acide Tranexamique Arrow
936,Acide Tranexamique Kabi
937,Acide Tranexamique La Colina
938,Acide Tranexamique Stragen
939,Acide Tranexamique Tillomed
940,Acide Tranexamique Viatris
941,Acide Tranexamique Viatris Santé
942,Acide Ursodesoxycholique Arrow
943,Acide Ursodesoxycholique Biogaran
944,Acide Ursodesoxycholique Grindeks
